"","iso_code","country","date","new_cases","total_cases","imputed","pop2022","region","sub_region"
"218","ABW","Aruba",2022-11-18,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"219","ABW","Aruba",2022-11-19,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"220","ABW","Aruba",2022-11-20,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"221","ABW","Aruba",2022-11-21,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"222","ABW","Aruba",2022-11-22,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"223","ABW","Aruba",2022-11-23,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"224","ABW","Aruba",2022-11-24,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"225","ABW","Aruba",2022-11-25,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"226","ABW","Aruba",2022-11-26,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"227","ABW","Aruba",2022-11-27,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"228","ABW","Aruba",2022-11-28,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"229","ABW","Aruba",2022-11-29,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"230","ABW","Aruba",2022-11-30,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"231","ABW","Aruba",2022-12-01,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"232","ABW","Aruba",2022-12-02,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"233","ABW","Aruba",2022-12-03,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"234","ABW","Aruba",2022-12-04,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
"235","ABW","Aruba",2022-12-05,0,3,3.5871965,106.445,"Americas","Latin America and the Caribbean"
